LON,LAT,EDO,CLAVE,ESTACION,mar-23
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",53.85
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",15.76
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",0
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.01
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",0
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",0.01
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",1.01
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",4
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",9
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0.6
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0.31
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",2.5
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0
-103.7475,26.686389,DGO,MAPIMI,"Mapimí, Dgo. SMN*",1.8
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",0.01
-105.0475,23.899167,DGO,NAVDR,"Navíos Viejos, Dgo.",0
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",0.01
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",0.5
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",6
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",0
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0.01
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.02
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0.2
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",3
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",6
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.909444,16.821944,GRO,ACAPULCOmar,"Acapulco, Gro. SEMAR*",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",0
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",0
-100.5,18.154167,GRO,AJCGR,"Ajuchitlán, Gro.",0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0
-99.400833,18.459444,GRO,BVSGR,"Buenavista, Gro.",1
-100.658333,18.350556,GRO,CA2GR,"Ciudad Altamirano, Gro. SMN*",0
-100.664444,18.358611,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",0
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-99.661944,18.245278,GRO,COCGR,"Cocula, Gro.",3.8
-98.970833,16.614722,GRO,COPGR,"Copala, Gro.",0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",0
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",0
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0.2
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",1.8
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0
-99.369167,17.471389,GRO,MCHGR,"Mochitlán, Gro.",0
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",12.1
-98.729722,17.777778,GRO,OLNGR,"Olinalá, Gro.",2.5
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",0
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",0
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",0.3
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",0
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",1.6
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",2.5
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",0
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",13
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",0
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",0
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",0
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",3
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",13
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",5.7
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",3.02
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",2.02
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",6.01
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",1.72
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",4.3
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",11
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",56.82
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",6
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",0.8
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",11.03
-101.6675,21.195278,GTO,CSTGJ,"Los Castillos, Gto.",0.01
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",1.01
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",0.01
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",0.04
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",8.52
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",0
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",0.01
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",0
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",8
-101.266111,21.014722,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",7.92
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",7.5
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",0
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",11.4
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",0
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",0.02
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",0
-101.594444,20.842778,GTO,LGVGJ,"Presa la Gavia, Gto.",7
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",0
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",2.5
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",0.5
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",1
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0.01
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",3.3
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",2.52
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",2.51
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",9
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",4.8
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",0.1
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",4.82
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",18
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",0.04
-100.751944,20.8975,GTO,SMAGJ,"San Miguel de Allende, Gto.",6.5
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",2.4
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",0.01
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",4
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",0.37
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",3.4
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",36
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",44
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",32.79
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",16
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",37.8
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",20.6
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",8.9
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",3.5
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",17.81
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",25
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",89.61
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",42.3
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",40.51
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",20.02
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",5.03
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",7.02
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",40.8
-98.658611,20.991667,HGO,TLNHD,"Tlanchinol, Hgo.",66.7
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",15.81
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",11.1
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",10
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",0
-103.228611,22.325833,JAL,ACHZC,"Achimec, Jal.",0
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",0
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",0
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",0
-104.063611,19.914444,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",0
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",0
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",0
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",0
-104.561944,19.2375,JAL,CIHJL,"Cihuatlán, Jal.",0
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.02
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",0.1
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",0
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",0
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",0
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",0
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",0.5
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",0
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",0
-105.206667,20.728611,JAL,LDBJL,"La Desembocada, Jal.",0
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",0
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",0
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitlán, Jal. SGT*",0
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",7
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",1
-103.322778,20.286667,JAL,PBRJL,"Piedra Barrenada, Jal.",0
-103.361667,20.584167,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias Toluquilla, Jal.",0
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",0
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",0
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",0
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",0
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",1.3
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",1.6
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0.01
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",0
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",0
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",0
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",0
-102.729444,20.395278,JAL,ZULJL,"Zula río, Jal.",0
-99.377222,19.377222,MEX,2RSMX,"Dos Ríos, Méx.",27.02
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx. SMN*",5.6
-98.9125,19.543889,MEX,ATEMX,"Atenco, Méx.",49.21
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",85.91
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, Méx. SEGIAGUA",6.1
-100.436389,18.781111,MEX,BEJMX,"Bejucos, Méx.",8.6
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, Méx. UNAM*",19.87
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, Méx.",23.91
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",25.39
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",24.51
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SEGIAGUA",34.55
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SEGIAGUA",12.44
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",13.7
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",66.6
-99.301667,19.695,MEX,CNPMX,"La Concepción, Méx.",21.1
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, Méx.",35.34
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",15
-99.559722,19.884722,MEX,DNXMX,"Danxho, Méx.",29.5
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",21
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, Méx.",26
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",58.51
-99.250833,19.415833,MEX,HERRADURA,"Herradura, Méx. UNAM*",29.26
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",8.04
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, Méx.",3.12
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",37.75
-100.075833,19.389444,MEX,LBEMX,"Los Berros, Méx.",4.8
-99.220833,19.4775,MEX,MBLMX,"Molino Blanco, Méx.",8.02
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, Méx. UNAM*",19.24
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, Méx. SMN*",14.45
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx.",12.5
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",8.9
-99.017222,19.656667,MEX,PCCMX,"Planta Chiconautla 2, Méx.",16.25
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, Méx.",43.51
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",43.18
-99.728333,18.928333,MEX,PDZMX,"Porfirio Díaz, Méx.",0
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",15
-99.775,19.461667,MEX,PIRMX,"Ignacio Ramírez, Méx.",25.21
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",29.72
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",24
-99.948889,19.654444,MEX,PMEMX,"Puente Mextepec, Méx.",22.52
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",4.05
-99.864444,20.038611,MEX,PNDMX,"Ñadó, Méx.",14.01
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",11.51
-99.603333,19.213333,MEX,RECMX,"Rectoría, Méx.",20.34
-98.910556,19.531944,MEX,SADMX,"San Andrés, Méx.",65
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",24
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, Méx.",23.3
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",10.03
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, Méx.",10.01
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",85
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx.",13.5
-98.895833,19.258333,MEX,SNLMX,"Chalco San Lucas, Méx.",37.2
-98.960556,19.320833,MEX,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",21.08
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",16.52
-99.935833,18.931389,MEX,TESMX,"Texcaltitlán, Méx.",0
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",24.7
-99.245556,19.465556,MEX,TOTMX,"Totolica, Méx.",18.7
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",22.53
-99.6125,19.428056,MEX,TROMX,"Trojes, Méx.",21.28
-99.243611,19.466389,MEX,TTLMX,"Totolica hidrométrica, Méx.",13.8
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx.",41.51
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",10
-100.084722,19.375556,MEX,VALLEDEBRAVO,"Valle de Bravo, Méx. SMN*",5.2
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",11
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",5.08
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",0
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",2.02
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",0
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",0
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",2.4
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",0
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",1.9
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",4.7
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",42.01
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",8.5
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",2.51
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",3
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",7.5
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",1.4
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.6,19.958333,MICH,JARMC,"Jaripo, Mich.",1.5
-101.626667,20.248889,MICH,LANMC,"Los Ángeles, Mich.",0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",2.2
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",14.3
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",0.01
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",11.02
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo Lázaro Cárdenas, Mich.",0
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",13.4
-101.2,19.7,MICH,MNOMC,"Observatorio de Morelia Norte, Mich.",13.62
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",2.5
-101.176111,19.688611,MICH,MORMC,"Morelia DDR 020, Mich.",15.4
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",9.03
-101.044167,19.826944,MICH,PDBMC,"Planta de bombeo, Mich.",9.5
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",2.02
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",0
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",2.4
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",0
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",15
-102.4,20.1,MICH,SSIMC,"San Simón, Mich.",0.01
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",22.4
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",1.8
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",0
-101.746944,19.923056,MICH,VJIMC,"Villa Jiménez, Mich.",14.1
-102.283056,20.3375,MICH,YURMC,"Yurécuaro, Mich.",0
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",8.5
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",12.5
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",0
-100.828611,19.860278,MICH,ZINMC,"Zinapécuaro, Mich.",3.12
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",1.5
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",2.01
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",8.8
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",3
-99.463611,18.68,MOR,APAMR,"Apancingo, Mor.",24.21
-98.891389,18.931111,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",0
-98.928056,18.936667,MOR,ATLMR,"Atlatlahucan, Mor.",0.2
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",0
-98.714444,18.583056,MOR,CAYMR,"Cayehuacan, Mor.",0.02
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.02
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",0.04
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",1.02
-98.954167,18.828611,MOR,CUSMR,"Cuautla SMN, Mor.",0
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",0.02
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",1.01
-99.180278,18.573889,MOR,HIGMR,"Higuerón, Mor.",1.2
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",8
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato Tecnológico Agropecuario 154 Huitzilac, Mor.",19.1
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",5.5
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",14.73
-99.025,18.44,MOR,HUTMR,"Huautla, Mor.",5.8
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0.01
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",1.01
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0.2
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",2.41
-99.372778,18.757222,MOR,MIAMR,"Miacatlán, Mor.",12.5
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0.01
