LON,LAT,EDO,CLAVE,ESTACION,jun-21
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",0
-116.603333,31.891667,BC,PLOPEZZAMORA,"Presa Emilio López Zamora, B.C. SMN*",0
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",0
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",0
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",0
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",0
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",11
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",0.52
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",47.01
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",13.7
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",36.01
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",65.82
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",23.02
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",0
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",38
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",17.02
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",2.01
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",122.6
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",124.32
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",45.03
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",327.8
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",189.3
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",141.5
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",276
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",272.5
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",189.3
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",194.4
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",104.6
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",250
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",343.3
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",229.5
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",389
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",135
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",281.21
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",272.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",96.51
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",25.5
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",100.75
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",103.2
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",102.2
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",44.3
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",76
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",210
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",48.7
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",39.81
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",82.8
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",2.01
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",75.95
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",15.6
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",93.61
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",8.5
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",182.02
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",119.11
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",128.5
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",68.2
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",65.51
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",49.04
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",82.8
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",109.41
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",60.4
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",74
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",1.6
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",74.52
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",50.3
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",117.01
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",36.07
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",90.8
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",15
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",125.81
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",30.5
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",157.73
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",66.01
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",106.11
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",160
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",44.33
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",20
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",199
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",160.01
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",138.5
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",189.8
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",323.52
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",442.6
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",264.7
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",527.4
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",106.4
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",139.6
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",478.8
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",390.4
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",302.6
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",171
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",374.2
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",208.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",237.6
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",329.34
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",353.6
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",470.6
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",255.4
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",389.7
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",432.2
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",526.1
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",576.4
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",351.3
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",666.2
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",288.9
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",446
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",709.2
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",379.28
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",278.1
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",264.6
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",510
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",310
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",314.5
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",309.3
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",126.2
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",275.7
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",242.11
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",549.6
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",200
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",319.6
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",268.4
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",318.1
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",296.5
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",130.5
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",356.1
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",1.2
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",231.6
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",326.8
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",235.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",385.1
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",231.9
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",210.4
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",239.3
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",212.6
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",299.6
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",298.5
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",474.5
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",256.5
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",157.5
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",276.4
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",692.1
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",336.53
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",364.2
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",304.8
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",196.9
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",217.2
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",247.6
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",208.48
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",363.1
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",11.11
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",21.5
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",61
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",24.9
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",117.02
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",87
-103.338333,25.695833,COAH,CUICL,"El Cuije, Coah.",31
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",3.23
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",70.21
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",21.01
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",7.06
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",85.7
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",138.4
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",9.4
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",47.5
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",7.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",77.75
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",79.4
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",5.75
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",77.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",102
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",7.2
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",37.33
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",26.4
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",13.2
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",78
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",325.61
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",740.01
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",277.81
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",327.52
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",289.45
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",356.96
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",375.2
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",341.64
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",83.82
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",5.334
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",282.2
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",748.9
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",387.4
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",403.02
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",334.5
-104.1,18.936111,COL,RDRCM,"Radar, Col.",572.83
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",512.51
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",287.53
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",299.95
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",241.79
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",148.869
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",178.844
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",127.96
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",106.34
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",126.14
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",117.09
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",143.01
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",4.06
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",232.81
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",199.2
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",366.77
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",115.82
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",215.64
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",148.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",301.45
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",162.14
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",159.796
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",171.93
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",70.2
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",123.69
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",8.38
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",63.724
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",272.8
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",274.31
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",183.42
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",244.84
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",182.5
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",195.58
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",177.31
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",240.173
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",96.26
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",158.67
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",305.83
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",199.38
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",122.5
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",170.17
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",304.52
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",146.28
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",74.18
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",157.68
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",110.27
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",151.12
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",120.64
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",44.21
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",162.55
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",158.74
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",117.33
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",36.83
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",144.02
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",124.45
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",138.95
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",187.96
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",146.25
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",227.8
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",209.31
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",203.71
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",64.26
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",178.53
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",242.29
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",142.15
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",223.52
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",164.82
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",196.09
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",92.44
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",166.77
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",138.05
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",206.26
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",169.68
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",99.07
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",175.3
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",236.21
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",52.3
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",155.809
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",150.184
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",243.08
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",167.91
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",114.54
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",82.29
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",52.3
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",152.9
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",247.13
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",184.15
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",88.66
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",164.84
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",129.79
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",166.64
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",29.69
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",141.63
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",112.28
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",158.31
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",13.25
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",76.23
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",86.82
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",3.52
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",44.02
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",61.5
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",99
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",79.71
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",22.57
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",60.02
